Attendance,Extracurricular_Activities,Previous_Scores_1,previous_Score_2,Assignment_Score,Previous_Semester_CGPA,Rating
68,No,86,68,35,7.4,7.1
85,Yes,53,65,28,6.2,6.8
63,Yes,74,62,33,6.5,7.5
93,Yes,63,75,35,6.6,7.2
67,Yes,54,60,32,6.2,6.6
59,Yes,22,22,12,2.0,3.0
59,Yes,23,35,10,2.8,3.3
57,Yes,35,29,19,2.9,4.2
94,Yes,75,68,37,7.2,8.0
99,Yes,99,72,44,8.5,9.4
78,No,84,66,40,7.7,7.5
62,Yes,64,63,30,6.8,6.7
90,Yes,69,71,39,6.8,7.6
41,Yes,26,20,10,1.8,3.1
78,Yes,58,66,33,6.7,6.9
72,No,58,66,26,6.4,5.7
80,No,57,68,34,5.8,6.0
74,No,76,66,34,6.8,6.6
90,Yes,84,68,38,8.0,7.8
82,Yes,80,68,35,7.6,8.1
95,Yes,99,68,43,8.3,8.9
82,No,56,66,33,6.5,6.1
47,No,44,30,17,4.0,3.8
94,No,73,70,30,7.6,7.0
82,Yes,61,68,32,6.5,6.9
68,Yes,97,65,42,8.4,8.5
41,Yes,39,23,14,3.0,3.8
74,No,67,66,28,7.1,6.8
94,Yes,61,68,28,6.5,7.4
78,Yes,63,64,34,6.6,7.0
89,No,99,69,38,8.4,8.4
48,No,44,33,18,4.1,4.2
51,Yes,37,22,10,2.7,3.1
41,Yes,25,31,18,2.9,3.1
45,No,32,40,18,3.6,3.4
66,Yes,59,70,33,6.6,7.3
71,No,71,65,37,6.3,6.8
73,Yes,62,65,29,6.4,7.0
86,No,85,68,34,7.3,7.7
90,No,62,67,31,6.7,6.7
90,No,92,72,39,8.0,8.1
80,Yes,92,70,37,7.8,8.0
92,Yes,64,72,31,7.1,7.0
77,Yes,88,71,37,8.2,8.1
65,No,93,64,42,7.6,7.5
83,Yes,80,69,38,7.2,7.6
98,Yes,68,73,35,6.9,7.7
92,Yes,72,70,37,7.2,7.8
83,No,89,68,42,8.0,8.4
86,No,65,71,34,7.1,6.6
40,No,31,43,16,3.3,3.7
59,Yes,42,40,19,4.4,4.8
73,No,70,68,34,7.2,6.8
99,Yes,54,70,27,6.6,7.2
95,No,66,72,30,6.8,6.9
73,Yes,69,66,36,6.7,7.6
79,Yes,63,65,28,6.5,6.9
77,Yes,55,66,27,6.0,6.6
66,Yes,76,65,31,6.9,7.2
98,Yes,93,72,44,8.4,8.8
76,Yes,67,68,31,6.6,6.9
40,Yes,36,20,12,3.2,3.0
68,Yes,64,67,36,6.9,7.5
82,Yes,93,68,42,7.8,8.6
61,No,76,67,36,6.8,6.9
91,No,57,69,36,5.9,6.0
83,No,85,65,37,7.4,7.2
85,No,58,70,36,6.0,6.9
62,No,53,64,24,5.7,6.0
68,No,63,66,30,6.2,6.3
63,No,58,64,27,5.7,5.4
72,Yes,80,66,33,7.6,7.9
85,Yes,74,67,38,6.9,8.0
83,Yes,86,68,36,8.2,8.1
84,No,76,71,32,7.2,6.9
82,No,71,67,38,7.3,7.0
71,Yes,76,69,33,7.3,7.3
45,Yes,35,37,21,3.6,3.9
65,Yes,52,61,25,6.1,6.7
94,No,84,68,40,7.8,8.0
85,Yes,98,67,38,8.7,8.9
67,Yes,71,64,38,6.6,7.2
67,Yes,71,63,38,7.0,7.7
95,No,52,72,31,6.2,6.6
90,No,95,69,38,8.4,8.4
86,No,96,66,44,7.8,7.8
76,Yes,91,64,38,7.4,8.2
70,Yes,55,61,32,5.9,6.5
99,Yes,95,71,43,8.7,9.4
92,Yes,51,63,24,5.8,6.8
72,No,72,65,37,6.6,7.2
94,Yes,75,71,40,7.7,8.4
90,No,92,78,43,9.0,8.5
72,Yes,88,73,42,8.5,9.0
77,No,90,65,37,8.2,8.3
60,Yes,28,33,11,3.4,3.4
64,Yes,74,66,30,7.1,7.7
89,No,89,74,42,8.0,7.8
71,No,53,62,27,5.6,5.6
93,Yes,72,66,34,6.7,7.7
100,No,52,71,27,5.9,6.3
63,Yes,96,67,41,8.3,8.8
79,Yes,98,69,39,8.5,8.6
92,No,54,72,29,6.0,6.3
92,Yes,77,72,34,7.0,8.2
44,Yes,30,39,13,3.1,3.6
74,No,67,71,38,6.7,6.7
78,No,73,64,37,6.7,6.9
84,Yes,56,61,28,5.6,6.4
99,Yes,59,69,34,6.9,7.4
45,Yes,27,28,9,2.9,3.7
56,Yes,25,40,11,2.8,3.3
71,No,80,64,36,7.7,7.1
100,Yes,66,69,32,6.7,7.6
87,Yes,92,68,43,8.3,9.1
79,No,80,63,33,7.5,7.1
58,No,39,20,14,2.6,2.8
71,No,56,65,27,6.4,6.2
71,Yes,63,66,28,6.7,7.4
43,No,32,38,18,3.4,3.2
65,Yes,72,62,33,6.7,7.2
74,Yes,68,66,37,6.3,7.2
53,No,29,39,14,3.3,3.2
84,Yes,52,68,26,5.9,6.7
64,No,77,63,36,6.9,7.3
94,Yes,61,66,30,6.2,6.4
84,No,68,65,34,6.3,6.3
98,Yes,60,72,36,6.4,7.4
42,No,33,34,19,3.2,3.7
67,No,71,63,37,6.7,6.6
59,No,31,23,13,3.0,2.7
86,Yes,98,65,37,8.5,8.2
61,No,81,66,40,6.9,7.4
61,Yes,69,68,37,6.7,7.3
65,Yes,88,64,39,7.7,8.4
70,No,75,66,33,6.9,6.8
77,Yes,68,68,29,6.9,6.8
79,Yes,59,64,32,6.0,6.5
42,No,42,27,14,3.7,3.7
87,Yes,75,67,32,7.1,7.2
44,No,32,27,12,2.7,3.2
72,No,90,65,38,8.0,8.0
61,Yes,71,59,31,6.2,6.8
63,Yes,87,66,41,8.1,8.6
76,No,73,68,34,7.2,7.2
66,No,54,63,27,5.8,5.4
75,Yes,76,68,32,7.6,8.1
85,Yes,93,68,40,7.6,8.7
82,Yes,93,66,44,7.6,8.2
69,No,79,63,37,6.7,6.7
74,No,69,61,29,7.0,6.4
85,Yes,51,68,32,5.6,6.6
94,No,66,66,28,6.5,6.1
90,No,99,69,41,8.3,8.1
82,Yes,86,64,41,7.8,7.9
74,No,86,68,34,7.5,7.4
75,No,88,66,36,7.3,7.0
95,No,81,68,39,7.9,8.2
62,Yes,79,62,32,7.5,7.6
100,Yes,73,68,35,7.4,7.7
87,No,72,69,32,6.7,7.2
87,Yes,94,70,43,7.9,8.9
62,Yes,70,65,28,6.6,6.7
84,Yes,92,68,40,7.6,8.8
79,No,92,67,40,7.8,7.9
64,Yes,89,64,40,7.2,8.0
71,No,52,63,28,5.8,5.9
96,Yes,57,67,30,6.2,7.0
82,No,66,66,36,6.8,7.2
77,Yes,92,67,35,7.8,8.6
63,Yes,94,63,44,7.9,8.7
56,Yes,36,28,19,3.4,3.8
88,No,66,70,36,7.1,7.0
85,Yes,93,70,40,8.0,8.8
80,No,62,65,31,6.0,6.7
77,No,99,64,45,7.7,7.6
84,Yes,74,67,36,7.2,7.5
69,No,97,61,44,8.2,8.3
98,Yes,71,70,33,6.6,7.5
84,No,66,68,33,6.3,6.8
72,Yes,68,64,29,6.7,7.5
78,No,94,68,44,8.2,8.4
92,No,67,68,37,7.0,7.2
66,Yes,83,63,40,7.7,7.7
72,Yes,73,65,36,7.2,7.6
87,Yes,97,69,39,7.9,8.9
73,No,58,63,32,6.3,6.3
92,Yes,71,69,36,6.9,7.5
65,Yes,56,61,31,5.5,6.6
91,Yes,79,69,38,7.8,8.6
63,No,70,62,28,6.3,6.4
61,Yes,53,58,25,5.9,6.0
96,Yes,92,71,42,8.4,8.6
83,No,69,69,32,7.1,6.6
74,No,75,68,40,7.4,7.1
55,No,43,43,19,4.4,4.2
85,Yes,74,67,39,6.7,7.4
80,Yes,51,68,32,5.5,6.9
100,Yes,91,72,36,7.8,8.1
99,Yes,67,71,32,6.8,7.0
85,Yes,86,67,34,8.0,7.9
78,No,53,68,30,6.2,6.5
80,No,76,64,30,7.0,6.7
87,No,95,73,42,8.0,8.7
43,Yes,32,24,11,2.7,2.8
73,No,60,67,36,6.4,7.0
63,Yes,55,63,31,5.8,6.5
63,Yes,93,63,40,7.3,8.1
68,Yes,62,69,29,6.1,6.9
54,Yes,35,37,15,3.2,4.0
56,Yes,37,26,20,2.9,4.1
79,Yes,74,69,39,6.7,7.4
73,Yes,73,73,31,6.9,7.4
57,Yes,21,34,8,2.6,3.4
82,Yes,77,68,35,7.1,8.2
71,No,84,65,34,7.5,7.5
42,No,34,33,16,3.7,3.7
45,No,26,23,10,2.1,2.0
64,No,91,66,43,7.4,8.1
68,No,88,64,42,7.5,7.8
79,No,60,69,27,6.6,6.0
99,No,70,71,30,6.6,6.6
40,No,24,25,12,2.2,2.4
96,No,57,68,29,6.6,6.2
73,Yes,86,66,39,7.9,8.4
100,No,77,70,38,7.0,7.5
64,No,80,65,33,6.8,7.4
62,Yes,87,63,40,7.7,8.6
94,Yes,64,70,29,6.8,7.2
97,Yes,70,67,34,6.7,7.2
64,No,80,63,35,7.3,6.9
65,No,55,64,33,6.4,6.1
61,Yes,92,60,35,7.6,7.5
64,Yes,67,62,33,6.2,6.9
68,No,83,65,40,7.7,7.6
99,No,100,69,46,8.1,8.1
52,Yes,31,31,15,3.5,4.1
91,No,61,66,29,6.4,6.7
91,Yes,61,72,32,6.2,7.0
45,Yes,23,42,18,3.0,4.2
92,No,88,69,41,8.2,7.9
84,No,65,65,37,6.8,6.4
73,Yes,59,65,26,6.3,6.2
82,Yes,86,70,36,7.5,7.9
81,Yes,65,67,33,7.0,6.9
93,No,80,73,37,8.1,7.8
99,No,71,70,39,7.0,7.3
76,Yes,67,66,28,6.2,7.2
91,Yes,74,68,37,7.6,8.2
64,Yes,66,61,32,6.6,7.1
91,No,94,70,45,8.4,8.8
75,Yes,54,66,26,6.3,6.9
62,Yes,52,67,34,5.5,6.7
75,No,70,69,37,7.1,6.9
45,Yes,31,35,12,3.3,3.4
65,Yes,87,65,42,8.1,8.3
97,Yes,68,75,39,7.2,7.5
45,No,42,22,18,2.9,3.2
97,No,68,69,34,6.6,7.3
88,Yes,61,68,35,6.1,6.9
73,Yes,65,66,28,6.6,7.4
76,Yes,78,66,39,7.1,7.7
90,Yes,93,66,40,7.8,8.4
84,Yes,69,68,31,6.4,6.8
87,Yes,66,65,32,6.4,6.8
46,No,42,41,16,3.9,3.6
80,No,51,68,32,5.6,6.0
100,No,65,70,32,6.9,6.9
69,No,73,61,30,6.2,6.4
77,No,80,61,32,7.3,7.5
58,No,27,38,12,3.3,3.7
91,No,72,71,39,6.7,7.5
91,Yes,78,72,41,7.2,7.7
72,Yes,76,66,38,7.1,7.6
63,Yes,79,63,34,6.6,6.9
60,No,83,62,38,7.3,7.6
77,Yes,69,65,32,6.3,7.3
59,Yes,31,22,10,2.5,3.3
100,No,53,72,27,6.0,5.8
79,Yes,93,68,39,8.0,8.3
70,No,84,70,42,7.4,7.6
57,Yes,43,29,14,3.5,4.3
80,No,96,73,44,8.7,8.9
84,No,88,67,41,8.2,8.0
64,No,85,65,41,7.7,7.3
75,Yes,83,65,36,7.3,8.0
50,No,29,34,16,3.5,3.5
84,Yes,98,70,37,8.8,8.8
74,Yes,77,66,37,6.8,7.4
85,Yes,61,65,33,5.9,6.6
96,No,60,68,28,6.0,6.2
71,Yes,91,66,34,7.7,7.8
80,Yes,63,65,36,5.9,6.7
98,Yes,52,71,29,5.9,6.9
67,Yes,71,65,30,6.7,7.2
89,Yes,91,70,36,7.7,8.8
85,Yes,71,69,38,6.6,7.5
87,No,90,71,38,8.5,8.3
74,Yes,91,67,42,8.0,8.8
73,Yes,93,64,36,7.8,8.4
87,No,79,82,41,8.3,7.7
46,Yes,28,38,21,3.7,3.9
77,Yes,63,66,27,6.1,6.9
68,Yes,55,65,34,5.6,6.9
60,No,77,61,33,7.3,7.1
99,No,51,72,34,5.7,6.0
77,Yes,73,70,31,7.2,7.1
42,Yes,33,39,18,3.4,3.7
66,Yes,55,84,36,7.1,7.8
56,Yes,35,40,22,4.0,4.2
68,Yes,82,67,39,7.8,8.4
92,No,82,72,38,7.8,7.5
91,Yes,70,70,33,7.3,7.8
65,No,71,62,28,6.2,5.9
40,Yes,21,41,12,3.5,3.2
68,No,72,62,29,6.2,6.4
85,Yes,79,68,33,7.2,7.5
99,No,59,74,37,6.8,6.9
95,No,63,68,33,6.6,6.8
98,No,75,64,32,6.5,7.1
74,Yes,69,65,32,6.9,7.2
64,Yes,91,66,43,7.5,8.0
68,No,91,68,43,8.2,7.9
80,No,67,67,35,7.2,6.5
92,Yes,73,67,39,7.5,7.8
66,Yes,99,63,35,7.8,8.7
86,Yes,91,71,44,7.7,8.7
73,No,61,63,27,6.0,6.1
74,No,64,66,33,6.9,7.0
86,No,54,67,28,5.7,5.9
79,Yes,84,66,38,7.5,8.2
92,Yes,66,70,33,7.2,7.2
66,No,77,64,39,6.8,6.8
41,Yes,38,36,16,3.7,4.1
63,Yes,92,68,44,7.8,8.0
68,Yes,66,64,34,6.9,7.4
86,Yes,62,66,32,6.1,6.8
94,No,92,72,43,8.0,8.1
43,Yes,39,24,15,3.5,3.5
73,Yes,91,70,41,7.7,8.2
81,Yes,57,66,27,6.0,6.3
68,No,96,68,43,8.3,8.0
92,Yes,74,70,40,7.4,7.9
91,No,59,64,27,5.9,6.2
59,Yes,21,23,7,2.0,2.6
79,Yes,94,72,39,8.2,8.5
91,Yes,69,71,33,7.3,7.9
73,No,59,63,34,6.4,6.6
85,Yes,79,68,41,7.1,7.7
48,No,41,42,25,3.7,4.5
84,No,56,66,30,6.1,6.3
66,Yes,52,63,24,5.6,5.6
93,No,53,72,29,6.1,6.5
57,Yes,35,43,16,4.0,4.6
71,Yes,50,65,26,5.7,6.3
94,Yes,71,67,32,7.0,7.9
62,No,85,66,40,7.2,7.5
76,Yes,86,69,33,7.7,7.9
75,Yes,82,73,33,7.7,7.6
71,Yes,65,66,37,6.9,7.1
96,Yes,87,70,36,8.3,8.7
90,No,79,68,40,7.1,7.4
63,Yes,93,65,40,7.7,8.6
89,No,74,67,34,7.0,6.7
41,No,36,23,14,3.4,2.7
96,No,82,70,37,7.8,7.7
73,Yes,58,61,28,5.7,6.4
83,Yes,98,69,37,7.9,9.0
80,Yes,85,63,39,7.3,7.7
42,Yes,25,27,11,2.7,3.4
78,Yes,84,65,32,7.1,7.7
68,Yes,55,63,32,5.9,6.0
90,No,73,67,39,6.8,7.0
78,Yes,83,66,41,7.7,8.6
98,Yes,61,72,28,6.3,6.6
70,No,84,68,36,7.7,7.3
87,Yes,91,67,37,8.4,8.2
98,Yes,64,72,35,7.1,7.8
87,Yes,60,66,27,5.8,6.3
95,Yes,94,73,38,8.5,9.2
56,Yes,25,37,19,3.2,4.0
74,Yes,63,65,36,6.0,7.3
84,Yes,70,65,36,7.0,7.1
66,Yes,84,65,42,7.4,7.6
81,Yes,100,68,44,8.9,8.8
69,No,69,70,33,7.2,7.2
90,Yes,97,68,37,8.7,8.7
81,Yes,68,62,30,6.7,6.7
76,No,85,66,33,7.5,7.3
71,No,58,65,33,6.3,6.3
40,Yes,20,26,13,1.9,3.0
63,No,94,61,41,7.9,7.6
62,No,66,63,35,6.5,6.8
69,Yes,55,67,29,5.8,6.3
57,No,21,36,13,2.6,3.4
44,Yes,42,36,24,4.4,4.8
86,No,61,72,29,6.9,6.5
95,Yes,95,69,39,8.2,8.7
69,Yes,80,61,30,6.8,7.6
99,No,67,71,29,6.6,7.1
66,Yes,100,64,37,8.4,8.9
64,Yes,57,61,33,6.2,6.7
64,No,92,63,37,7.6,7.1
83,Yes,62,65,34,6.7,7.5
51,No,22,44,15,3.1,2.9
75,Yes,75,68,35,7.5,7.8
99,No,83,72,41,7.7,7.9
49,Yes,25,21,14,2.5,2.8
66,Yes,51,63,24,6.2,6.1
79,Yes,64,58,27,6.1,6.3
87,No,83,68,36,7.3,7.0
93,Yes,94,74,46,8.1,8.8
78,Yes,83,68,33,7.9,7.6
84,Yes,63,67,37,6.2,7.0
44,Yes,36,34,22,3.7,4.6
86,Yes,82,63,37,7.3,8.2
99,No,57,71,28,6.1,6.7
62,Yes,77,62,38,7.3,8.1
95,Yes,74,66,30,7.4,7.3
82,No,67,65,34,6.3,6.8
55,No,26,32,18,3.2,3.2
98,No,82,71,40,7.3,7.9
79,No,99,68,37,8.4,7.8
43,Yes,40,43,17,4.4,4.8
67,No,77,66,31,7.6,7.1
48,Yes,32,39,20,3.1,4.1
93,No,77,67,36,7.1,7.2
56,Yes,30,24,14,2.8,3.6
97,Yes,57,72,35,6.7,7.5
44,No,30,31,19,2.6,3.5
65,No,82,60,39,7.3,7.1
60,No,78,64,34,7.0,7.0
80,Yes,90,70,35,7.6,8.6
100,Yes,73,72,40,7.6,7.6
88,No,74,68,32,7.3,7.0
72,Yes,58,62,31,6.1,6.8
95,No,87,68,43,8.1,8.5
91,Yes,50,72,29,5.7,6.9
48,Yes,43,37,22,3.9,4.7
93,No,59,72,36,6.9,7.2
72,No,89,65,40,8.1,8.3
66,No,84,63,37,6.9,7.4
69,Yes,85,66,39,7.2,7.5
79,No,57,65,30,5.7,5.8
77,No,83,65,36,7.3,7.1
72,No,85,67,41,7.3,7.6
41,No,28,28,18,2.8,3.3
90,No,66,67,37,6.6,7.2
100,Yes,54,66,26,6.2,6.4
91,Yes,84,71,42,7.6,8.2
72,No,61,64,31,5.9,6.2
70,No,63,61,28,6.1,5.9
69,Yes,54,65,26,5.5,6.6
65,No,74,61,36,7.0,6.5
82,No,52,64,29,5.8,5.5
84,Yes,92,69,36,8.3,8.2
88,Yes,51,71,35,6.2,7.3
87,No,53,70,32,6.2,6.3
72,Yes,82,70,39,7.9,8.5
73,Yes,96,62,36,7.8,7.8
87,No,95,73,42,8.9,9.0
74,No,54,66,33,5.6,6.2
69,Yes,64,66,28,6.9,6.7
75,No,76,66,36,7.5,7.5
71,Yes,51,66,30,5.8,6.4
64,Yes,76,65,37,7.4,8.0
93,No,72,67,31,6.9,7.0
94,No,79,76,34,7.8,7.8
69,Yes,96,66,38,8.0,8.6
63,Yes,64,63,28,6.5,7.0
90,No,82,71,39,8.0,7.4
68,No,71,63,30,6.3,6.9
76,Yes,72,67,38,6.7,7.7
63,Yes,82,63,37,7.3,7.6
69,Yes,98,66,43,8.0,9.1
92,Yes,93,72,38,7.9,8.1
92,Yes,82,70,33,7.6,8.2
68,Yes,73,62,29,7.2,7.0
73,Yes,71,69,36,7.3,7.1
65,Yes,89,66,40,7.7,8.3
63,Yes,61,64,32,6.1,6.6
50,Yes,25,42,19,3.6,4.4
86,No,75,67,32,6.6,7.1
82,Yes,82,71,33,7.8,7.7
91,No,59,69,35,6.6,7.0
94,No,85,70,38,7.4,7.9
92,Yes,81,70,38,7.2,8.1
61,Yes,59,61,25,6.5,6.4
67,No,72,65,30,6.4,7.1
50,Yes,31,32,17,2.8,3.4
75,Yes,95,70,36,8.6,9.1
99,No,56,67,34,5.9,6.4
87,Yes,50,68,34,6.0,7.1
98,No,58,69,33,6.4,6.4
46,No,39,42,15,4.1,4.1
95,Yes,88,68,38,7.7,8.6
73,Yes,81,67,37,7.4,7.5
54,Yes,42,29,14,3.6,4.4
66,No,71,68,38,6.6,7.3
81,Yes,86,69,35,8.2,8.0
92,Yes,95,70,41,7.9,8.7
77,Yes,69,67,30,6.4,6.7
79,Yes,100,70,37,8.8,8.5
99,Yes,57,74,36,6.6,7.1
77,Yes,69,63,37,6.6,7.7
55,Yes,41,33,15,3.8,3.9
54,No,27,26,18,2.2,2.8
94,No,91,71,45,8.2,8.3
86,No,95,68,44,7.8,8.4
76,Yes,75,72,34,7.6,7.6
61,Yes,62,64,28,6.4,6.7
84,No,85,64,38,7.6,7.7
61,Yes,78,63,31,7.1,7.4
60,Yes,89,66,43,7.3,8.5
85,Yes,76,71,39,7.7,7.8
42,Yes,41,39,23,4.2,4.4
68,Yes,95,67,43,8.3,8.2
86,Yes,87,73,40,7.6,8.7
62,Yes,87,64,37,7.2,7.9
73,No,79,65,39,7.1,7.0
66,Yes,74,62,31,6.5,7.0
83,No,99,64,43,8.2,7.7
86,No,82,67,38,7.7,7.9
49,No,42,22,12,3.1,3.4
70,No,75,63,33,7.0,6.5
64,Yes,78,64,36,7.2,8.0
63,No,83,64,36,7.1,7.0
77,No,86,70,35,7.7,7.4
98,Yes,72,71,33,6.9,7.8
69,Yes,68,63,28,6.6,7.2
70,Yes,62,66,35,6.3,7.0
43,Yes,38,41,24,4.3,5.0
84,No,61,70,36,6.8,6.8
87,Yes,71,65,32,6.9,6.9
86,Yes,94,68,38,8.6,8.5
94,No,99,72,39,8.2,8.0
48,Yes,28,28,9,3.0,2.8
65,No,57,65,26,6.0,6.4
72,No,71,66,35,6.7,6.8
86,No,80,67,40,7.4,7.5
85,No,69,65,35,7.2,7.0
59,No,20,44,19,3.1,3.8
87,No,61,68,34,6.2,6.3
85,Yes,74,69,36,7.3,7.7
95,Yes,61,71,31,6.6,7.2
83,Yes,62,64,29,6.1,7.1
91,No,94,65,39,8.4,8.6
70,No,89,64,36,8.0,7.3
87,Yes,53,67,25,5.5,6.4
96,No,66,70,29,7.1,7.3
75,No,77,66,34,7.4,7.3
91,No,53,70,27,6.1,6.4
89,Yes,84,70,36,7.2,8.2
62,Yes,69,64,33,7.1,7.3
51,Yes,28,28,11,3.3,3.4
49,Yes,30,25,13,2.6,2.8
99,Yes,67,72,35,6.5,7.9
92,No,93,72,38,7.9,8.0
64,Yes,89,61,35,7.2,7.4
65,Yes,97,63,38,7.9,8.0
40,No,27,44,18,3.8,3.4
47,Yes,36,21,11,2.6,3.2
61,No,63,65,34,6.6,6.7
82,No,83,64,35,6.9,6.9
76,No,95,69,37,8.6,7.8
64,No,53,65,27,6.4,5.9
92,No,72,71,35,7.1,7.1
97,Yes,57,70,30,6.1,6.5
90,Yes,91,98,42,9.6,9.6
93,Yes,81,65,37,7.2,7.9
69,Yes,94,63,39,7.7,8.4
50,Yes,40,20,16,2.5,3.6
68,Yes,95,67,35,8.0,7.9
91,No,53,64,30,5.9,6.4
98,No,64,65,36,6.0,6.8
48,Yes,22,44,15,3.2,4.3
95,Yes,57,69,35,6.4,6.8
86,No,59,67,32,6.6,6.8
76,No,74,63,36,6.4,6.3
54,Yes,39,33,17,3.8,4.2
63,Yes,95,66,43,8.4,8.2
61,Yes,78,64,37,6.8,7.5
88,Yes,58,68,26,6.0,6.8
78,No,54,61,26,6.2,6.0
82,Yes,75,66,39,6.9,7.8
82,Yes,88,65,41,8.0,8.4
71,Yes,81,65,39,7.2,8.3
52,No,43,38,19,4.3,4.1
79,Yes,52,68,28,6.4,6.5
76,Yes,71,63,30,6.7,6.9
93,No,78,70,38,7.6,7.3
78,No,80,68,34,7.2,7.3
84,No,50,69,33,6.0,6.4
96,Yes,60,67,27,6.5,6.8
49,No,39,41,15,4.4,3.5
96,Yes,75,65,38,7.4,7.5
71,Yes,85,61,33,7.4,8.2
61,Yes,65,65,27,6.5,7.0
70,Yes,79,67,37,7.6,7.8
71,Yes,68,66,28,6.3,6.9
55,No,24,35,14,2.7,3.3
86,Yes,71,71,37,6.8,8.1
63,No,73,68,37,6.7,7.2
65,No,67,65,33,6.6,6.5
66,No,63,64,28,6.1,6.0
85,No,81,68,41,7.1,7.0
89,No,69,64,30,7.0,6.4
40,No,33,26,11,3.2,2.6
98,No,88,70,39,8.2,8.1
68,Yes,86,68,41,7.5,7.7
72,Yes,94,63,42,7.6,8.1
70,Yes,78,61,37,6.9,7.6
57,No,42,31,18,3.6,3.4
97,Yes,93,75,39,8.1,9.1
83,Yes,64,71,33,6.8,7.7
49,Yes,39,36,22,4.0,4.5
80,No,60,62,28,6.0,5.8
61,No,81,65,31,6.9,7.2
63,No,92,61,36,7.3,7.2
82,No,77,69,31,7.0,7.5
89,Yes,74,66,34,6.7,7.6
69,Yes,100,64,37,7.8,8.2
89,Yes,51,69,26,6.3,7.0
92,Yes,67,78,37,6.8,8.1
49,Yes,20,35,12,2.6,3.5
90,No,82,70,39,8.1,7.6
76,Yes,77,68,40,7.6,7.8
87,Yes,82,68,38,7.6,8.6
91,No,66,69,34,6.9,7.1
100,Yes,54,68,31,6.1,6.9
44,Yes,37,43,15,3.8,4.8
76,Yes,67,67,36,6.7,7.2
67,Yes,74,64,30,7.3,7.1
68,No,70,64,35,6.6,6.4
88,Yes,76,68,37,6.7,7.6
97,No,60,67,31,6.4,6.7
76,No,59,65,34,6.5,6.1
67,Yes,68,66,38,7.1,7.2
71,Yes,74,67,31,6.6,7.4
78,No,67,64,35,6.9,7.3
72,Yes,79,66,35,7.2,7.8
69,Yes,66,63,29,6.7,6.5
89,No,59,71,30,6.2,6.6
60,Yes,93,62,36,7.6,7.7
82,No,60,64,26,6.6,6.2
92,Yes,98,72,41,8.2,8.7
71,Yes,99,65,43,8.1,8.5
84,No,85,67,37,7.6,8.0
87,Yes,75,65,30,7.2,7.1
60,Yes,29,31,13,3.4,4.1
78,No,94,65,34,7.5,7.5
49,Yes,35,34,20,3.1,3.7
93,Yes,55,67,31,6.2,6.5
90,Yes,50,65,25,5.8,6.7
73,Yes,60,64,35,6.3,7.1
64,No,59,64,27,5.9,6.5
63,Yes,59,69,36,6.1,7.3
64,No,75,60,34,7.1,6.7
83,Yes,76,70,36,7.6,8.3
62,No,86,66,39,7.4,7.5
73,Yes,60,66,31,6.6,6.8
90,No,55,68,32,5.7,6.6
72,No,83,62,40,7.6,7.4
91,Yes,74,70,31,6.8,7.8
90,Yes,83,72,36,7.5,8.4
70,Yes,69,64,31,6.6,6.7
89,No,88,71,37,7.6,8.0
90,No,84,67,40,7.8,8.0
76,No,83,64,33,7.1,7.2
68,No,51,64,26,5.3,6.1
81,Yes,93,72,43,8.7,8.6
59,Yes,29,35,12,2.7,3.1
86,No,57,68,30,6.1,6.1
67,Yes,88,95,44,9.2,9.5
87,Yes,74,64,30,7.0,7.5
77,Yes,52,64,27,5.4,6.0
84,Yes,89,68,38,7.9,8.1
89,Yes,72,67,32,6.7,7.5
81,No,88,67,39,7.5,8.0
60,Yes,29,26,17,3.0,3.5
55,Yes,28,31,12,3.0,3.5
55,Yes,32,23,15,3.1,3.7
66,No,68,65,33,6.9,6.9
93,Yes,77,68,34,7.4,8.1
97,Yes,54,68,34,6.4,7.4
65,No,79,62,31,7.2,7.4
42,Yes,24,35,11,3.3,3.8
70,Yes,99,65,36,8.0,8.7
90,Yes,66,71,30,7.1,7.1
89,Yes,58,71,36,6.5,7.4
51,Yes,23,44,12,3.4,4.0
95,No,51,70,26,5.6,6.4
67,Yes,70,60,28,6.6,6.6
92,No,96,70,42,8.5,8.6
78,No,60,67,34,6.0,6.3
73,Yes,74,66,31,7.2,7.1
66,Yes,79,63,38,6.6,7.7
67,No,59,65,28,6.2,6.0
86,Yes,67,75,31,6.8,7.8
82,No,96,66,38,7.8,7.6
65,No,65,61,35,6.0,5.8
65,Yes,82,65,36,7.2,7.8
63,Yes,57,61,29,6.3,7.0
90,Yes,83,73,40,7.8,8.1
88,Yes,64,73,35,7.3,7.8
62,Yes,62,63,27,6.6,6.5
82,No,56,67,32,5.7,6.2
55,Yes,42,40,17,3.9,4.3
57,No,26,32,10,2.9,2.7
96,Yes,71,70,31,6.9,7.2
88,No,89,70,38,8.4,7.6
97,No,96,69,39,8.3,8.4
92,No,60,66,31,6.5,6.4
93,Yes,93,72,44,8.2,8.9
83,Yes,85,63,41,7.7,8.5
44,Yes,31,23,11,2.6,3.3
69,Yes,90,71,38,8.2,8.6
73,No,56,66,25,5.8,6.1
85,Yes,63,69,32,6.6,6.9
67,No,57,62,31,6.2,5.8
70,No,95,66,37,7.6,7.9
79,Yes,55,66,29,5.8,6.9
69,Yes,99,64,43,8.4,9.0
84,Yes,55,63,26,5.5,6.8
97,Yes,83,68,40,7.3,7.9
90,No,83,68,41,7.3,7.5
87,No,97,67,45,7.8,8.5
